rank,finalWorth,category,personName,age,country,city,source,industries,countryOfCitizenship,organization,selfMade,status,gender,birthDate,lastName,firstName,title,date,state,residenceStateRegion,birthYear,birthMonth,birthDay,cpi_country,cpi_change_country,gdp_country,gross_tertiary_education_enrollment,gross_primary_education_enrollment_country,life_expectancy_country,tax_revenue_country_country,total_tax_rate_country,population_country,latitude_country,longitude_country
383,6600,Food & Beverage,,67.0,United States,,,Food & Beverage,United States,,False,U,F,12/17/1955 0:00,Cathy White,Trudy,,4/4/2023 5:01,Georgia,South,1955.0,12.0,17.0,117.24,7.5,21427700000000.0,88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
383,6600,Finance & Investments,,78.0,United States,,,Finance & Investments,United States,,True,U,M,2/25/1945 0:00,Kovner,Bruce,,4/4/2023 5:01,New York,Northeast,1945.0,2.0,25.0,117.24,7.5,21427700000000.0,88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
383,6600,Technology,,63.0,United States,,,Technology,United States,,True,U,M,10/8/1959 0:00,Nicholas,Henry,,4/4/2023 5:01,California,West,1959.0,10.0,8.0,117.24,7.5,21427700000000.0,88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
383,6600,Finance & Investments,,47.0,Germany,,,Finance & Investments,Germany,,False,U,F,1/7/1976 0:00,Thiele,Nadia,,4/4/2023 5:01,,,1976.0,1.0,7.0,112.85,1.4,3845630030824.0,70.2,104.0,80.9,11.5,48.8,83132799.0,51.165691,10.451526
390,6500,Finance & Investments,,80.0,United States,,,Finance & Investments,United States,,True,U,M,11/27/1942 0:00,Bonderman,David,,4/4/2023 5:01,Texas,South,1942.0,11.0,27.0,117.24,7.5,21427700000000.0,88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
390,6500,Technology,,58.0,United States,,,Technology,United States,,False,U,F,8/15/1964 0:00,French Gates,Melinda,,4/4/2023 5:01,Washington,West,1964.0,8.0,15.0,117.24,7.5,21427700000000.0,88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
390,6500,Fashion & Retail,,91.0,Eswatini (Swaziland),,,Fashion & Retail,Eswatini (Swaziland),,True,U,M,1/6/1932 0:00,Kirsh,Nathan,,4/4/2023 5:01,,,1932.0,1.0,6.0,,,,,,,,,,,
390,6500,Real Estate,,93.0,United States,,,Real Estate,United States,,False,N,F,2/27/1930 0:00,Lerner,Annette,,4/4/2023 5:01,Maryland,South,1930.0,2.0,27.0,117.24,7.5,21427700000000.0,88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
390,6500,Real Estate,,84.0,United Kingdom,,,Real Estate,United Kingdom,,True,D,M,9/1/1938 0:00,Reuben,David,,4/4/2023 5:01,,,1938.0,9.0,1.0,119.62,1.7,2827113184696.0,60.0,101.2,81.3,25.5,30.6,66834405.0,55.378051,-3.435973
390,6500,Diversified,,81.0,Monaco,,,Diversified,United Kingdom,,True,D,M,5/1/1941 0:00,Reuben,Simon,,4/4/2023 5:01,,,1941.0,5.0,1.0,,,7184844193.0,,,,,,38964.0,43.7384176,7.4246158
390,6500,Real Estate,,51.0,Switzerland,,,Real Estate,Czech Republic,,True,U,M,4/22/1971 0:00,Vitek,Radovan,,4/4/2023 5:01,,,1971.0,4.0,22.0,99.55,0.4,703082435360.0,59.6,105.2,83.6,10.1,28.8,8574832.0,46.818188,8.227512
397,6400,Finance & Investments,,71.0,Sweden,,,Finance & Investments,Sweden,,True,D,M,8/19/1951 0:00,Bennet,Carl,,4/4/2023 5:01,,,1951.0,8.0,19.0,110.51,1.8,530832908738.0,67.0,126.6,82.5,27.9,49.1,10285453.0,60.128161,18.643501
397,6400,Sports,,62.0,United States,,,Sports,United States,,True,U,M,4/10/1960 0:00,Bisciotti,Stephen,,4/4/2023 5:01,Florida,South,1960.0,4.0,10.0,117.24,7.5,21427700000000.0,88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
397,6400,Finance & Investments,,69.0,United States,,,Finance & Investments,United States,,True,D,M,6/14/1953 0:00,Druckenmiller,Stanley,,4/4/2023 5:01,New York,Northeast,1953.0,6.0,14.0,117.24,7.5,21427700000000.0,88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
397,6400,Healthcare,,59.0,China,,,Healthcare,China,,True,U,F,11/1/1963 0:00,Jian,Jun,,4/4/2023 5:01,,,1963.0,11.0,1.0,125.08,2.9,19910000000000.0,50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397
397,6400,Energy,,60.0,France,,,Energy,Russia,,True,U,M,10/15/1962 0:00,Kuzmichev,Alexei,,4/4/2023 5:01,,,1962.0,10.0,15.0,110.05,1.1,2715518274227.0,65.6,102.5,82.5,24.2,60.7,67059887.0,46.227638,2.213749
397,6400,Manufacturing,,56.0,Monaco,,,Manufacturing,Russia,,True,D,M,11/22/1966 0:00,Rybolovlev,Dmitry,,4/4/2023 5:01,,,1966.0,11.0,22.0,,,7184844193.0,,,,,,38964.0,43.7384176,7.4246158
397,6400,Finance & Investments,,90.0,Colombia,,,Finance & Investments,Colombia,,True,D,M,1/27/1933 0:00,Sarmiento,Luis Carlos,,4/4/2023 5:01,,,1933.0,1.0,27.0,140.95,3.5,323802808108.0,55.3,114.5,77.1,14.4,71.2,50339443.0,4.570868,-74.297333
397,6400,Logistics,,88.0,United States,,,Logistics,United States,,True,D,M,7/27/1934 0:00,Washington,Dennis,,4/4/2023 5:01,Montana,West,1934.0,7.0,27.0,117.24,7.5,21427700000000.0,88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
405,6300,Construction & Engineering,,77.0,United Kingdom,,,Construction & Engineering,United Kingdom,,False,U,M,10/23/1945 0:00,Bamford,Anthony,,4/4/2023 5:01,,,1945.0,10.0,23.0,119.62,1.7,2827113184696.0,60.0,101.2,81.3,25.5,30.6,66834405.0,55.378051,-3.435973
405,6300,Energy,,58.0,China,,,Energy,China,,True,D,M,1/1/1965 0:00,Gao,Jifan,,4/4/2023 5:01,,,1965.0,1.0,1.0,125.08,2.9,19910000000000.0,50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397
405,6300,Finance & Investments,,66.0,United Kingdom,,,Finance & Investments,Ireland,,True,D,M,6/1/1956 0:00,Grayken,John,,4/4/2023 5:01,,,1956.0,6.0,1.0,119.62,1.7,2827113184696.0,60.0,101.2,81.3,25.5,30.6,66834405.0,55.378051,-3.435973
405,6300,Healthcare,,85.0,France,,,Healthcare,France,,False,D,M,1/1/1938 0:00,Merieux,Alain,,4/4/2023 5:01,,,1938.0,1.0,1.0,110.05,1.1,2715518274227.0,65.6,102.5,82.5,24.2,60.7,67059887.0,46.227638,2.213749
405,6300,Energy,,59.0,China,,,Energy,China,,True,U,M,3/11/1964 0:00,Wang,Yusuo,,4/4/2023 5:01,,,1964.0,3.0,11.0,125.08,2.9,19910000000000.0,50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397
405,6300,Manufacturing,,96.0,Israel,,,Manufacturing,Israel,,True,U,M,7/16/1926 0:00,Wertheimer,Stef,,4/4/2023 5:01,,,1926.0,7.0,16.0,108.15,0.8,395098666122.0,63.4,104.9,82.8,23.1,25.3,9053300.0,31.046051,34.851612
411,6200,Food & Beverage,,59.0,Mexico,,,Food & Beverage,Mexico,,False,E,F,5/2/1963 0:00,Aramburuzabala,Maria Asuncion,,4/4/2023 5:01,,,1963.0,5.0,2.0,141.54,3.6,1258286717125.0,40.2,105.8,75.0,13.1,55.1,126014024.0,23.634501,-102.552784
411,6200,Diversified,,85.0,Sweden,,,Diversified,Sweden,,True,D,M,3/3/1938 0:00,Douglas,Gustaf,,4/4/2023 5:01,,,1938.0,3.0,3.0,110.51,1.8,530832908738.0,67.0,126.6,82.5,27.9,49.1,10285453.0,60.128161,18.643501
411,6200,Service,,89.0,Netherlands,,,Service,Netherlands,,True,U,M,8/2/1933 0:00,Goldschmeding,Frits,,4/4/2023 5:01,,,1933.0,8.0,2.0,115.91,2.6,909070395161.0,85.0,104.2,81.8,23.0,41.2,17332850.0,52.132633,5.291266
411,6200,Food & Beverage,,59.0,China,,,Food & Beverage,China,,True,U,M,1/1/1964 0:00,Lin,Muqin,,4/4/2023 5:01,,,1964.0,1.0,1.0,125.08,2.9,19910000000000.0,50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397
411,6200,Manufacturing,,59.0,China,,,Manufacturing,Hong Kong,,True,U,M,1/1/1964 0:00,Ruan,Liping,,4/4/2023 5:01,,,1964.0,1.0,1.0,125.08,2.9,19910000000000.0,50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397
411,6200,Manufacturing,,51.0,China,,,Manufacturing,Hong Kong,,True,U,M,1/1/1972 0:00,Ruan,Xueping,,4/4/2023 5:01,,,1972.0,1.0,1.0,125.08,2.9,19910000000000.0,50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397
411,6200,Finance & Investments,,60.0,Poland,,,Finance & Investments,Poland,,True,E,M,7/11/1962 0:00,Solowow,Michal,,4/4/2023 5:01,,,1962.0,7.0,11.0,114.11,2.2,592164400688.0,67.8,100.0,77.6,17.4,40.8,37970874.0,51.919438,19.145136
418,6100,Diversified,,69.0,Nigeria,,,Diversified,Nigeria,,True,D,M,4/29/1953 0:00,Adenuga,Mike,,4/4/2023 5:01,,,1953.0,4.0,29.0,267.51,11.4,448120428859.0,10.2,84.7,54.3,1.5,34.8,200963599.0,9.081999,8.675277
418,6100,Finance & Investments,,58.0,United States,,,Finance & Investments,United States,,True,U,M,7/31/1964 0:00,Gores,Tom,,4/4/2023 5:01,California,West,1964.0,7.0,31.0,117.24,7.5,21427700000000.0,88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
418,6100,Fashion & Retail,,79.0,Germany,,,Fashion & Retail,Germany,,False,U,M,9/28/1943 0:00,Herz,Michael,,4/4/2023 5:01,,,1943.0,9.0,28.0,112.85,1.4,3845630030824.0,70.2,104.0,80.9,11.5,48.8,83132799.0,51.165691,10.451526
418,6100,Fashion & Retail,,72.0,Germany,,,Fashion & Retail,Germany,,False,U,M,1/1/1951 0:00,Herz,Wolfgang,,4/4/2023 5:01,,,1951.0,1.0,1.0,112.85,1.4,3845630030824.0,70.2,104.0,80.9,11.5,48.8,83132799.0,51.165691,10.451526
418,6100,Energy,,81.0,Hong Kong,,,Energy,Hong Kong,,False,D,M,7/19/1941 0:00,Kadoorie,Michael,,4/4/2023 5:01,,,1941.0,7.0,19.0,,,,,,,,,,,
418,6100,Technology,,53.0,Hong Kong,,,Technology,Hong Kong,,True,D,F,,Zhou,Qunfei,,4/4/2023 5:01,,,,,,,,,,,,,,,,
425,6000,Metals & Mining,,64.0,Russia,,,Metals & Mining,Russia,,True,U,M,2/20/1959 0:00,Abramov,Alexander,,4/4/2023 5:01,,,1959.0,2.0,20.0,180.75,4.5,1699876578871.0,81.9,102.6,72.7,11.4,46.2,144373535.0,61.52401,105.318756
425,6000,Real Estate,,46.0,Austria,,,Real Estate,Austria,,True,U,M,3/20/1977 0:00,Benko,Rene,,4/4/2023 5:01,,,1977.0,3.0,20.0,118.06,1.5,446314739528.0,85.1,103.1,81.6,25.4,51.4,8877067.0,47.516231,14.550072
425,6000,Real Estate,,85.0,United States,,,Real Estate,United States,,True,U,M,1/12/1938 0:00,Bluhm,Neil,,4/4/2023 5:01,Illinois,Midwest,1938.0,1.0,12.0,117.24,7.5,21427700000000.0,88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
425,6000,Fashion & Retail,,74.0,Canada,,,Fashion & Retail,Canada,,True,U,M,2/18/1949 0:00,Bouchard,Alain,,4/4/2023 5:01,,,1949.0,2.0,18.0,116.76,1.9,1736425629520.0,68.9,100.9,81.9,12.8,24.5,36991981.0,56.130366,-106.346771
425,6000,Technology,,63.0,United States,,,Technology,United States,,True,D,M,8/26/1959 0:00,Chaudhry,Jay,,4/4/2023 5:01,Nevada,West,1959.0,8.0,26.0,117.24,7.5,21427700000000.0,88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
425,6000,Fashion & Retail,,65.0,India,,,Fashion & Retail,India,,True,D,M,1/1/1958 0:00,Damani,Gopikishan,,4/4/2023 5:01,,,1958.0,1.0,1.0,180.44,7.7,2611000000000.0,28.1,113.0,69.4,11.2,49.7,1366417754.0,20.593684,78.96288
425,6000,Diversified,,88.0,Thailand,,,Diversified,Thailand,,False,U,M,11/2/1934 0:00,Jiaravanon,Sumet,,4/4/2023 5:01,,,1934.0,11.0,2.0,113.27,0.7,543649976166.0,49.3,99.8,76.9,14.9,29.5,69625582.0,15.870032,100.992541
425,6000,Finance & Investments,,86.0,Bahamas,,,Finance & Investments,United Kingdom,,True,U,M,2/5/1937 0:00,Lewis,Joe,,4/4/2023 5:01,,,1937.0,2.0,5.0,,,,,,,,,,,
425,6000,Finance & Investments,,92.0,Israel,,,Finance & Investments,Australia,,True,D,M,10/22/1930 0:00,Lowy,Frank,,4/4/2023 5:01,,,1930.0,10.0,22.0,108.15,0.8,395098666122.0,63.4,104.9,82.8,23.1,25.3,9053300.0,31.046051,34.851612
425,6000,Finance & Investments,,76.0,United States,,,Finance & Investments,United States,,True,U,M,7/4/1946 0:00,Milken,Michael,,4/4/2023 5:01,California,West,1946.0,7.0,4.0,117.24,7.5,21427700000000.0,88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
425,6000,Technology,,71.0,United States,,,Technology,United States,,True,U,M,7/2/1951 0:00,Steward,David,,4/4/2023 5:01,Missouri,Midwest,1951.0,7.0,2.0,117.24,7.5,21427700000000.0,88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
425,6000,Fashion & Retail,,85.0,United States,,,Fashion & Retail,United States,,True,U,M,9/8/1937 0:00,Wexner,Les,,4/4/2023 5:01,Ohio,Midwest,1937.0,9.0,8.0,117.24,7.5,21427700000000.0,88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
437,5900,Real Estate,,60.0,China,,,Real Estate,China,,True,D,M,1/1/1963 0:00,Cai,Kui,,4/4/2023 5:01,,,1963.0,1.0,1.0,125.08,2.9,19910000000000.0,50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397
437,5900,Diversified,,93.0,Thailand,,,Diversified,Thailand,,False,U,M,4/1/1930 0:00,Chiaravanont,Jaran,,4/4/2023 5:01,,,1930.0,4.0,1.0,113.27,0.7,543649976166.0,49.3,99.8,76.9,14.9,29.5,69625582.0,15.870032,100.992541
437,5900,Finance & Investments,,61.0,United States,,,Finance & Investments,Norway,,True,D,M,4/23/1961 0:00,Halvorsen,Andreas,,4/4/2023 5:01,Connecticut,Northeast,1961.0,4.0,23.0,117.24,7.5,21427700000000.0,88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
437,5900,Finance & Investments,,62.0,United States,,,Finance & Investments,United States,,True,U,M,10/12/1960 0:00,Ressler,Antony,,4/4/2023 5:01,California,West,1960.0,10.0,12.0,117.24,7.5,21427700000000.0,88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
437,5900,Food & Beverage,,66.0,China,,,Food & Beverage,Taiwan,,False,D,M,1/15/1957 0:00,Tsai,Eng-meng,,4/4/2023 5:01,,,1957.0,1.0,15.0,125.08,2.9,19910000000000.0,50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397
442,5800,Finance & Investments,,58.0,United States,,,Finance & Investments,United States,,True,E,M,12/29/1964 0:00,Harris,Josh,,4/4/2023 5:01,Florida,South,1964.0,12.0,29.0,117.24,7.5,21427700000000.0,88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
442,5800,Healthcare,,75.0,Denmark,,,Healthcare,Denmark,,False,D,M,10/25/1947 0:00,Louis-Hansen,Niels Peter,,4/4/2023 5:01,,,1947.0,10.0,25.0,110.35,0.8,348078018464.0,80.6,101.3,81.0,32.4,23.8,5818553.0,56.26392,9.501785
442,5800,Healthcare,,70.0,United States,,,Healthcare,United States,,True,D,M,7/29/1952 0:00,Soon-Shiong,Patrick,,4/4/2023 5:01,California,West,1952.0,7.0,29.0,117.24,7.5,21427700000000.0,88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
445,5700,Metals & Mining,,56.0,Ukraine,,,Metals & Mining,Ukraine,,True,U,M,9/21/1966 0:00,Akhmetov,Rinat,,4/4/2023 5:01,,,1966.0,9.0,21.0,281.66,7.9,153781069118.0,82.7,99.0,71.6,20.1,45.2,44385155.0,48.379433,31.16558
445,5700,Healthcare,,88.0,United States,,,Healthcare,United States,,True,U,M,9/15/1934 0:00,Brown,John,,4/4/2023 5:01,Georgia,South,1934.0,9.0,15.0,117.24,7.5,21427700000000.0,88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
445,5700,Media & Entertainment,,76.0,Cayman Islands,,,Media & Entertainment,United Kingdom,,True,E,M,12/13/1946 0:00,Calder,Clive,,4/4/2023 5:01,,,1946.0,12.0,13.0,,,,,,,,,,,
445,5700,Energy,,93.0,Canada,,,Energy,Canada,,False,U,M,1/1/1930 0:00,Irving,Arthur,,4/4/2023 5:01,,,1930.0,1.0,1.0,116.76,1.9,1736425629520.0,68.9,100.9,81.9,12.8,24.5,36991981.0,56.130366,-106.346771
445,5700,Real Estate,,71.0,Sweden,,,Real Estate,Sweden,,False,D,M,8/5/1951 0:00,Lundberg,Fredrik,,4/4/2023 5:01,,,1951.0,8.0,5.0,110.51,1.8,530832908738.0,67.0,126.6,82.5,27.9,49.1,10285453.0,60.128161,18.643501
445,5700,Construction & Engineering,,77.0,Switzerland,,,Construction & Engineering,Switzerland,,False,U,M,12/17/1945 0:00,Schmidheiny,Thomas,,4/4/2023 5:01,,,1945.0,12.0,17.0,99.55,0.4,703082435360.0,59.6,105.2,83.6,10.1,28.8,8574832.0,46.818188,8.227512
445,5700,Logistics,,83.0,Hong Kong,,,Logistics,Austria,,False,U,M,12/10/1939 0:00,Sohmen,Helmut,,4/4/2023 5:01,,,1939.0,12.0,10.0,,,,,,,,,,,
445,5700,Finance & Investments,,51.0,United States,,,Finance & Investments,United States,,False,U,M,11/2/1971 0:00,Ziff,Daniel,,4/4/2023 5:01,New York,Northeast,1971.0,11.0,2.0,117.24,7.5,21427700000000.0,88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
445,5700,Finance & Investments,,59.0,United States,,,Finance & Investments,United States,,False,U,M,4/1/1964 0:00,Ziff,Dirk,,4/4/2023 5:01,Florida,South,1964.0,4.0,1.0,117.24,7.5,21427700000000.0,88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
445,5700,Finance & Investments,,56.0,United States,,,Finance & Investments,United States,,False,U,M,8/12/1966 0:00,Ziff,Robert,,4/4/2023 5:01,New York,Northeast,1966.0,8.0,12.0,117.24,7.5,21427700000000.0,88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
455,5600,Logistics,,41.0,Greece,,,Logistics,Greece,,False,N,F,2/18/1982 0:00,Angelicoussis,Maria,,4/4/2023 5:01,,,1982.0,2.0,18.0,101.87,0.2,209852761469.0,136.6,99.6,81.3,26.2,51.9,10716322.0,39.074208,21.824312
455,5600,Energy,,79.0,United States,,,Energy,United States,,False,D,M,4/6/1943 0:00,Hunt,Ray Lee,,4/4/2023 5:01,Texas,South,1943.0,4.0,6.0,117.24,7.5,21427700000000.0,88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
455,5600,Logistics,,52.0,China,,,Logistics,China,,True,U,M,12/1/1970 0:00,Lai,Meisong,,4/4/2023 5:01,,,1970.0,12.0,1.0,125.08,2.9,19910000000000.0,50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397
455,5600,Automotive,,81.0,India,,,Automotive,India,,False,U,M,3/5/1942 0:00,Lal,Vikram,,4/4/2023 5:01,,,1942.0,3.0,5.0,180.44,7.7,2611000000000.0,28.1,113.0,69.4,11.2,49.7,1366417754.0,20.593684,78.96288
455,5600,Finance & Investments,,87.0,United States,,,Finance & Investments,United States,,True,D,M,9/16/1935 0:00,Langone,Ken,,4/4/2023 5:01,New York,Northeast,1935.0,9.0,16.0,117.24,7.5,21427700000000.0,88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
455,5600,Healthcare,,56.0,China,,,Healthcare,United States,,True,Split Family Fortune,M,1/1/1967 0:00,Li,Ge,,4/4/2023 5:01,,,1967.0,1.0,1.0,125.08,2.9,19910000000000.0,50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397
455,5600,Finance & Investments,,65.0,United States,,,Finance & Investments,United States,,False,D,F,1/7/1958 0:00,Pritzker,Karen,,4/4/2023 5:01,Connecticut,Northeast,1958.0,1.0,7.0,117.24,7.5,21427700000000.0,88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
455,5600,Service,,69.0,United States,,,Service,United States,,False,U,M,9/26/1953 0:00,Rowling,Robert,,4/4/2023 5:01,Texas,South,1953.0,9.0,26.0,117.24,7.5,21427700000000.0,88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
455,5600,Gambling & Casinos,,51.0,Israel,,,Gambling & Casinos,Israel,,True,E,M,11/1/1971 0:00,Sagi,Teddy,,4/4/2023 5:01,,,1971.0,11.0,1.0,108.15,0.8,395098666122.0,63.4,104.9,82.8,23.1,25.3,9053300.0,31.046051,34.851612
455,5600,Healthcare,,65.0,South Korea,,,Healthcare,South Korea,,True,D,M,10/23/1957 0:00,Seo,Jung-jin,,4/4/2023 5:01,,,1957.0,10.0,23.0,115.16,0.4,2029000000000.0,94.3,98.1,82.6,15.6,33.2,51709098.0,35.907757,127.766922
455,5600,Automotive,,59.0,China,,,Automotive,Hong Kong,,True,D,M,1/1/1964 0:00,Wu,Jianshu,,4/4/2023 5:01,,,1964.0,1.0,1.0,125.08,2.9,19910000000000.0,50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397
466,5500,Service,,73.0,United States,,,Service,United States,,False,D,M,6/29/1949 0:00,Arison,Micky,,4/4/2023 5:01,Florida,South,1949.0,6.0,29.0,117.24,7.5,21427700000000.0,88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
466,5500,Media & Entertainment,,65.0,United States,,,Media & Entertainment,United States,,False,U,M,4/12/1957 0:00,Chambers,James,,4/4/2023 5:01,New York,Northeast,1957.0,4.0,12.0,117.24,7.5,21427700000000.0,88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
466,5500,Technology,,66.0,Taiwan,,,Technology,Taiwan,,True,U,M,9/28/1956 0:00,Chen,Pierre,,4/4/2023 5:01,,,1956.0,9.0,28.0,,,,,,,,,,,
466,5500,Technology,,32.0,United States,,,Technology,Ireland,,True,D,M,8/6/1990 0:00,Collison,John,,4/4/2023 5:01,California,West,1990.0,8.0,6.0,117.24,7.5,21427700000000.0,88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
466,5500,Technology,,34.0,United States,,,Technology,Ireland,,True,D,M,9/9/1988 0:00,Collison,Patrick,,4/4/2023 5:01,California,West,1988.0,9.0,9.0,117.24,7.5,21427700000000.0,88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
466,5500,Manufacturing,,93.0,United States,,,Manufacturing,United States,,True,U,M,4/10/1929 0:00,Emmerson,Archie Aldis,,4/4/2023 5:01,California,West,1929.0,4.0,10.0,117.24,7.5,21427700000000.0,88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
466,5500,Automotive,,77.0,Italy,,,Automotive,Italy,,False,U,M,5/22/1945 0:00,Ferrari,Piero,,4/4/2023 5:01,,,1945.0,5.0,22.0,110.62,0.6,2001244392042.0,61.9,101.9,82.9,24.3,59.1,60297396.0,41.87194,12.56738
466,5500,Automotive,,58.0,United States,,,Automotive,United States,,False,U,M,2/27/1965 0:00,Friedkin,Dan,,4/4/2023 5:01,Texas,South,1965.0,2.0,27.0,117.24,7.5,21427700000000.0,88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
466,5500,Diversified,,95.0,Canada,,,Diversified,Canada,,False,U,M,3/20/1928 0:00,Irving,James,,4/4/2023 5:01,,,1928.0,3.0,20.0,116.76,1.9,1736425629520.0,68.9,100.9,81.9,12.8,24.5,36991981.0,56.130366,-106.346771
466,5500,Manufacturing,,68.0,China,,,Manufacturing,China,,True,D,M,3/1/1955 0:00,Jiang,Weiping,,4/4/2023 5:01,,,1955.0,3.0,1.0,125.08,2.9,19910000000000.0,50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397
466,5500,Healthcare,,81.0,Germany,,,Healthcare,Germany,,True,U,M,6/4/1941 0:00,Marguerre,Wolfgang,,4/4/2023 5:01,,,1941.0,6.0,4.0,112.85,1.4,3845630030824.0,70.2,104.0,80.9,11.5,48.8,83132799.0,51.165691,10.451526
466,5500,Finance & Investments,,58.0,Germany,,,Finance & Investments,Germany,,False,D,M,1/1/1965 0:00,Merckle,Ludwig,,4/4/2023 5:01,,,1965.0,1.0,1.0,112.85,1.4,3845630030824.0,70.2,104.0,80.9,11.5,48.8,83132799.0,51.165691,10.451526
466,5500,Manufacturing,,66.0,United States,,,Manufacturing,United States,,True,D,M,8/21/1956 0:00,Rales,Mitchell,,4/4/2023 5:01,Maryland,South,1956.0,8.0,21.0,117.24,7.5,21427700000000.0,88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
466,5500,Media & Entertainment,,78.0,United States,,,Media & Entertainment,United States,,False,U,F,1/12/1945 0:00,Rayner,Katharine,,4/4/2023 5:01,New York,Northeast,1945.0,1.0,12.0,117.24,7.5,21427700000000.0,88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
466,5500,Finance & Investments,,57.0,Hong Kong,,,Finance & Investments,Chile,,True,U,M,12/1/1965 0:00,Salata,Jean,,4/4/2023 5:01,,,1965.0,12.0,1.0,,,,,,,,,,,
466,5500,Finance & Investments,,78.0,United States,,,Finance & Investments,United States,,True,U,M,8/22/1944 0:00,Singer,Paul,,4/4/2023 5:01,New York,Northeast,1944.0,8.0,22.0,117.24,7.5,21427700000000.0,88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
466,5500,Healthcare,,80.0,Italy,,,Healthcare,Italy,,True,U,M,3/20/1943 0:00,Stevanato,Sergio,,4/4/2023 5:01,,,1943.0,3.0,20.0,110.62,0.6,2001244392042.0,61.9,101.9,82.9,24.3,59.1,60297396.0,41.87194,12.56738
466,5500,Media & Entertainment,,80.0,United States,,,Media & Entertainment,United States,,False,U,F,4/15/1942 0:00,Taylor,Margaretta,,4/4/2023 5:01,New York,Northeast,1942.0,4.0,15.0,117.24,7.5,21427700000000.0,88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
466,5500,Technology,,68.0,Australia,,,Technology,Australia,,True,U,M,4/1/1955 0:00,White,Richard,,4/4/2023 5:01,,,1955.0,4.0,1.0,119.8,1.6,1392680589329.0,113.1,100.3,82.7,23.0,47.4,25766605.0,-25.274398,133.775136
466,5500,Diversified,,56.0,China,,,Diversified,China,,True,D,F,1/1/1967 0:00,Zhao,Yan,,4/4/2023 5:01,,,1967.0,1.0,1.0,125.08,2.9,19910000000000.0,50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397
